filepath,label,split
ewaste-dataset\train\Microwave\aug_26928_Microwave_2.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_27050_Microwave_143.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_27604_Microwave_236.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_27752_aug_95938_Microwave_254.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_27835_Microwave_161.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_28669_Microwave_119.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_28994_Microwave_53.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_29230_aug_44698_Microwave_236.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_29364_Microwave_234.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_29422_Microwave_287.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_30059_Microwave_291.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_30402_Microwave_269.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_31244_aug_22405_Microwave_220.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_31357_Microwave_104.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_31437_Microwave_149.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_31622_Microwave_246.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_31877_Microwave_119.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_31960_Microwave_167.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_32032_Microwave_191.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_32615_Microwave_249.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_32737_Microwave_223.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_32875_Microwave_97.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_33104_aug_11262_Microwave_186.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_33200_Microwave_253.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_33264_Microwave_89.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_33610_Microwave_179.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_33627_Microwave_113.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_33798_Microwave_102.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_33811_Microwave_54.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_33866_aug_27604_Microwave_236.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_34170_Microwave_97.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_34313_Microwave_166.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_34652_Microwave_51.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_34813_Microwave_157.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_35021_Microwave_230.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_35176_aug_68049_Microwave_230.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_35272_aug_77613_Microwave_252.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_35504_Microwave_289.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_35835_Microwave_201.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_35970_Microwave_199.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_36635_Microwave_142.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_36662_Microwave_87.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_36784_Microwave_1.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_37078_Microwave_133.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_37361_Microwave_48.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_37487_Microwave_159.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_37641_Microwave_217.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_37747_Microwave_64.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_38554_Microwave_170.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_38818_Microwave_166.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_38880_Microwave_291.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_38957_Microwave_2.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_39013_Microwave_100.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_39049_Microwave_30.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_39456_Microwave_32.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_39931_aug_84730_Microwave_225.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_40035_Microwave_253.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_40138_Microwave_232.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_40345_aug_69699_Microwave_180.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_41890_Microwave_289.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_41911_Microwave_28.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_42005_Microwave_222.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_42508_Microwave_10.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_42517_Microwave_175.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_42621_Microwave_9.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_43449_Microwave_42.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_43628_Microwave_285.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_44144_Microwave_268.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_44158_aug_31877_Microwave_119.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_44209_Microwave_53.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_44698_Microwave_236.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_44901_Microwave_244.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_45212_Microwave_290.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_45413_Microwave_36.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_46055_aug_37641_Microwave_217.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_46124_Microwave_120.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_46945_Microwave_91.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_47661_aug_25770_Microwave_107.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_48102_Microwave_176.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_48759_Microwave_270.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_48832_Microwave_168.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_48926_aug_67387_Microwave_15.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_49024_Microwave_173.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_49409_Microwave_236.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_49502_Microwave_249.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_49585_aug_30059_Microwave_291.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_49673_Microwave_112.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_49721_aug_88203_Microwave_18.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_50019_aug_62902_Microwave_52.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_50143_aug_39013_Microwave_100.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_50420_Microwave_210.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_50587_Microwave_120.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_50680_Microwave_47.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_50704_Microwave_5.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_51080_Microwave_79.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_51085_Microwave_96.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_51458_Microwave_115.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_51670_Microwave_278.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_51931_Microwave_290.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_52129_Microwave_127.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_52630_Microwave_208.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_52969_Microwave_217.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_53188_Microwave_167.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_53345_Microwave_141.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_53571_Microwave_6.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_53841_Microwave_131.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_53942_Microwave_76.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_53995_Microwave_25.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_54325_Microwave_196.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_54339_aug_72964_Microwave_96.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_54465_Microwave_52.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_54497_aug_59923_Microwave_170.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_54846_Microwave_155.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_55563_Microwave_281.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_55908_Microwave_258.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_56022_Microwave_38.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_56115_Microwave_291.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_56159_Microwave_3.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_56342_Microwave_223.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_56537_aug_12711_Microwave_60.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_56892_Microwave_243.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_57030_Microwave_144.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_57241_Microwave_221.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_57375_Microwave_254.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_57563_Microwave_68.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_57699_Microwave_166.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_57881_aug_92468_Microwave_46.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_58115_Microwave_31.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_58234_aug_71609_Microwave_57.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_58298_Microwave_135.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_59339_Microwave_291.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_59788_Microwave_113.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_59923_Microwave_170.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_60163_Microwave_202.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_60291_Microwave_28.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_60386_Microwave_8.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_60429_Microwave_11.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_60456_Microwave_249.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_60492_Microwave_159.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_61181_Microwave_293.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_61507_Microwave_188.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_61807_Microwave_0.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_62329_Microwave_273.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_62685_Microwave_20.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_62746_Microwave_114.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_62776_Microwave_178.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_62902_Microwave_52.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_63141_Microwave_263.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_63198_aug_27604_Microwave_236.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_63289_Microwave_258.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_63491_Microwave_188.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_64034_Microwave_193.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_64223_Microwave_216.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_64439_Microwave_161.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_64612_Microwave_285.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_64857_Microwave_179.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_64959_aug_50680_Microwave_47.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_65650_Microwave_90.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_65887_Microwave_138.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_66162_Microwave_216.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_66244_Microwave_171.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_66292_Microwave_232.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_66388_Microwave_202.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_67199_Microwave_182.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_67320_aug_44901_Microwave_244.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_67387_Microwave_15.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_67427_aug_69699_Microwave_180.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_68037_Microwave_7.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_68049_Microwave_230.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_68169_Microwave_138.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_68314_Microwave_31.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_68751_aug_85284_Microwave_141.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_68859_Microwave_217.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_68922_Microwave_213.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_69031_aug_68049_Microwave_230.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_69143_aug_43449_Microwave_42.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_69318_Microwave_252.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_69699_Microwave_180.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_70026_Microwave_191.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_70042_Microwave_55.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_70153_Microwave_256.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_70507_Microwave_84.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_70539_Microwave_250.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_70907_Microwave_151.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_70960_Microwave_297.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_71267_Microwave_220.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_71320_aug_51458_Microwave_115.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_71532_Microwave_237.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_71574_Microwave_176.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_71609_Microwave_57.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_71850_Microwave_191.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_72196_Microwave_194.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_72357_Microwave_186.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_72964_Microwave_96.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_73216_Microwave_165.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_73538_Microwave_35.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_73804_Microwave_297.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_74034_aug_88203_Microwave_18.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_74334_Microwave_52.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_74570_Microwave_69.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_74634_Microwave_113.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_74896_Microwave_38.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_75498_Microwave_113.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_75583_Microwave_237.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_75711_Microwave_134.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_75766_Microwave_135.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_75865_Microwave_159.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_75874_aug_19564_Microwave_54.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_76090_Microwave_281.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_76639_aug_12465_Microwave_199.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_76670_Microwave_269.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_77123_Microwave_181.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_77543_Microwave_81.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_77613_Microwave_252.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_77651_Microwave_223.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_77741_Microwave_12.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_78592_aug_17213_Microwave_262.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_78696_aug_34313_Microwave_166.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_79344_Microwave_132.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_79434_Microwave_2.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_79799_aug_95282_Microwave_270.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_80518_aug_44698_Microwave_236.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_80681_Microwave_100.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_80801_Microwave_218.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_80837_Microwave_127.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_81157_aug_92090_Microwave_45.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_81381_Microwave_142.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_82342_Microwave_197.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_82629_Microwave_187.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_83375_Microwave_258.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_83601_Microwave_32.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_83742_Microwave_250.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_84069_Microwave_193.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_84335_Microwave_98.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_84431_aug_84069_Microwave_193.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_84624_Microwave_257.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_84730_Microwave_225.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_85284_Microwave_141.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_86107_Microwave_216.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_86263_Microwave_74.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_86277_Microwave_160.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_86285_Microwave_136.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_86510_aug_51931_Microwave_290.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_86533_Microwave_180.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_86658_Microwave_111.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_86675_Microwave_283.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_87028_Microwave_6.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_87562_aug_17065_Microwave_13.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_87835_aug_60291_Microwave_28.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_87954_Microwave_112.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_87988_Microwave_115.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_88203_Microwave_18.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_88591_Microwave_127.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_89352_Microwave_222.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_89489_Microwave_21.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_89912_Microwave_8.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_90048_Microwave_94.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_91389_Microwave_232.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_91857_Microwave_234.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_91976_Microwave_199.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_92090_Microwave_45.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_92332_Microwave_167.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_92468_Microwave_46.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_92735_Microwave_154.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_92880_aug_55908_Microwave_258.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_92937_Microwave_114.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_93009_Microwave_155.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_93365_Microwave_197.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_93416_Microwave_71.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_93686_aug_91389_Microwave_232.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_93913_Microwave_278.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_93956_aug_36662_Microwave_87.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_94671_Microwave_15.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_94833_Microwave_8.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_95282_Microwave_270.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_95335_Microwave_170.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_95897_Microwave_100.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_95906_Microwave_70.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_95938_Microwave_254.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_96176_Microwave_43.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_96654_aug_92090_Microwave_45.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_96830_Microwave_225.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_97738_Microwave_36.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_97883_Microwave_236.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_97919_Microwave_244.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_98235_Microwave_158.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_98266_Microwave_11.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_98374_Microwave_36.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_98898_Microwave_44.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_99324_aug_27050_Microwave_143.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_99541_aug_11123_Microwave_261.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_99549_aug_41911_Microwave_28.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_99571_Microwave_149.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_99709_Microwave_230.jpg,Microwave,train
ewaste-dataset\train\Microwave\aug_99761_Microwave_210.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_0.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_1.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_100.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_101.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_102.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_104.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_107.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_109.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_110.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_111.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_112.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_113.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_114.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_115.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_119.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_120.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_121.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_123.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_124.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_125.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_126.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_127.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_13.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_131.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_132.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_133.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_134.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_135.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_136.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_137.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_138.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_140.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_141.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_142.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_143.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_144.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_145.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_149.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_15.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_151.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_153.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_154.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_155.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_156.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_157.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_158.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_159.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_160.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_162.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_163.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_164.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_165.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_166.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_167.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_168.jpg,Microwave,train
